348	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182335		
349	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182335		
350	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182336		
351	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182336		
352	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182336		
353	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182337		
354	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182337		
355	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182337		
356	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182338		
357	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182338		
358	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182338		
359	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182339		
360	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182339		
361	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182339		
362	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182340		
363	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182340		
364	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182340		
365	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182341		
366	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182341		
367	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182341		
368	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1182342		
369	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1182342		
370	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1182342		
371	Distribution	Permanent Download	Cleared	CL5832	8/1/2004			Product	1189246		
372	Distribution	Permanent Download	Unknown	WWD	1/1/2003	7/31/2004		Product	1189246		
373	Distribution	Permanent Download	Unknown	US	8/1/2004			Product	1189246		
374	Master	Permanent Download	Cleared	US	11/16/2006			Product	1189246		
375	Distribution	Permanent Download	Cleared	CL5832	9/28/2004			Product	1189253		
376	Distribution	Permanent Download	Unknown	US	9/28/2004			Product	1189253		
377	Distribution	Permanent Download	Unknown	WWD	1/1/2004	9/27/2004		Product	1189253		
378	Master	Permanent Download	Cleared	US	11/16/2006			Product	1189253		
379	Distribution	Physical	Cleared	CL197	11/11/2008			Product	1192268		
380	Distribution	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1192269		
381	Distribution	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1192269		
382	Distribution	Permanent Download	Cleared	CL197	12/31/1899			Product	1192269		
383	Master	Ad-Supported Streaming	Cleared	CL197	12/31/1899			Product	1192269		
384	Master	Electronic Temp Usage	Cleared	CL197	12/31/1899			Product	1192269		
385	Master	Permanent Download	Cleared	CL197	12/31/1899			Product	1192269		
386	Publishing	Ad-Supported Streaming	Cleared	US	12/31/1899			Product	1192269		
387	Publishing	Electronic Temp Usage	Cleared	US	12/31/1899			Product	1192269		
388	Publishing	Permanent Download	Cleared	US	12/31/1899			Product	1192269		
389	Distribution	Physical	Cleared	CL197	11/11/2008			Product	1193605		
390	Distribution	Physical	Cleared	WWD	5/14/2009			Product	1199588		
391	Distribution	Ad-Supported Streaming	Cleared	CL197	3/24/2009			Product	1207521		
392	Distribution	Ad-Supported Streaming	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
393	Distribution	Electronic Temp Usage	Cleared	CL197	3/24/2009			Product	1207521		
394	Distribution	Electronic Temp Usage	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
395	Distribution	Permanent Download	Cleared	CL3571	3/24/2009			Product	1207521		
396	Distribution	Permanent Download	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
397	Distribution	Permanent Download	Unknown	US	3/24/2009			Product	1207521		
398	Master	Ad-Supported Streaming	Cleared	CL197	3/24/2009			Product	1207521		
399	Master	Ad-Supported Streaming	Cleared	CL197	3/24/2009			Product	1207521		
400	Master	Ad-Supported Streaming	Unknown	CL197	12/31/1899			Product	1207521		
401	Master	Ad-Supported Streaming	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
402	Master	Ad-Supported Streaming	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
403	Master	Electronic Temp Usage	Cleared	CL197	3/24/2009			Product	1207521		
404	Master	Electronic Temp Usage	Cleared	CL197	3/24/2009			Product	1207521		
405	Master	Electronic Temp Usage	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
406	Master	Electronic Temp Usage	Unknown	CL197	12/31/1899			Product	1207521		
407	Master	Electronic Temp Usage	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
408	Master	Permanent Download	Cleared	CL197	3/24/2009			Product	1207521		
409	Master	Permanent Download	Cleared	CL197	3/24/2009			Product	1207521		
410	Master	Permanent Download	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
411	Master	Permanent Download	Unknown	CL197	12/31/1899	3/23/2009		Product	1207521		
412	Master	Permanent Download	Unknown	CL197	12/31/1899			Product	1207521		
413	Publishing	Ad-Supported Streaming	Unknown	US	12/31/1899			Product	1207521		
414	Publishing	Ad-Supported Streaming	Unknown	US	12/31/1899			Product	1207521		
415	Publishing	Ad-Supported Streaming	Unknown	US	12/31/1899			Product	1207521		
416	Publishing	Electronic Temp Usage	Unknown	US	12/31/1899			Product	1207521		
417	Publishing	Electronic Temp Usage	Unknown	US	12/31/1899			Product	1207521		
418	Publishing	Electronic Temp Usage	Unknown	US	12/31/1899			Product	1207521		
419	Publishing	Permanent Download	Unknown	US	12/31/1899			Product	1207521		
420	Publishing	Permanent Download	Unknown	US	12/31/1899			Product	1207521		
421	Publishing	Permanent Download	Unknown	US	12/31/1899			Product	1207521		
422	Distribution	Physical	Cleared	CL197	11/11/2008			Product	1207522		
423	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227365		
424	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227365		
425	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227365		
426	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227366		
427	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227366		
428	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227366		
429	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227367		
430	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227367		
431	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227367		
432	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227368		
433	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227368		
434	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227368		
435	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227369		
436	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227369		
437	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227369		
438	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227370		
439	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227370		
440	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227370		
441	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227371		
442	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227371		
443	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227371		
444	Distribution	Permanent Download	Cleared	CL006	9/14/2006			Product	1227375		
445	Distribution	Permanent Download	Cleared	US	9/14/2006			Product	1227375		
446	Master	Permanent Download	Cleared	WWD	9/14/2006			Product	1227375		
447	Distribution	Physical	Cleared	WWD	8/8/2006			Product	1243489		
448	Distribution	Physical	Cleared	WWD	1/1/2005			Product	1245774		
449	Distribution	Physical	Cleared	WWD	1/1/2006			Product	1252894		
450	Distribution	Physical	Cleared	WWD	9/28/1999			Product	1275256		
451	Distribution	Physical	Cleared	WWD	9/28/1999			Product	1275340		
452	Distribution	Physical	Cleared	US	2/21/2006			Product	1275429		
453	Distribution	Physical	Cleared	US	7/1/2005			Product	1275433		
454	Distribution	Physical	Cleared	US	7/1/2005			Product	1275576		
455	Distribution	Permanent Download	Cleared	CL006	5/30/2006			Product	1280625		
456	Distribution	Permanent Download	Cleared	US	5/30/2006			Product	1280625		
457	Master	Permanent Download	Cleared	WWD	5/30/2006			Product	1280625		
458	Distribution	Physical	Cleared	WWD	4/25/2006			Product	1306892		
459	Distribution	Permanent Download	Cleared	CL5832	4/4/2006			Product	1314792		
460	Distribution	Permanent Download	Unknown	US	4/4/2006			Product	1314792		
461	Master	Permanent Download	Cleared	WWD	4/4/2006			Product	1314792		
462	Distribution	Physical	Cleared	US	7/19/2005	8/28/2010		Product	1334403		
463	Distribution	Permanent Download	Cleared	CL5832	3/10/2006			Product	1350588		
464	Distribution	Permanent Download	Unknown	US	3/10/2006			Product	1350588		
465	Master	Permanent Download	Cleared	WWD	3/10/2006			Product	1350588		
466	Distribution	Permanent Download	Cleared	CL5832	3/10/2006			Product	1350589		
467	Distribution	Permanent Download	Unknown	US	3/10/2006			Product	1350589		
468	Master	Permanent Download	Cleared	WWD	3/10/2006			Product	1350589		
469	Distribution	Permanent Download	Cleared	CL5832	3/10/2006			Product	1350591		
470	Distribution	Permanent Download	Unknown	US	3/10/2006			Product	1350591		
471	Master	Permanent Download	Cleared	WWD	3/10/2006			Product	1350591		
472	Distribution	Permanent Download	Cleared	CL5832	3/10/2006			Product	1350593		
473	Distribution	Permanent Download	Unknown	US	3/10/2006			Product	1350593		
474	Master	Permanent Download	Cleared	WWD	3/10/2006			Product	1350593		
475	Distribution	Ad-Supported Streaming	Cleared	UNV	11/3/2005			Product	1366606		
476	Distribution	Electronic Temp Usage	Cleared	UNV	11/3/2005			Product	1366606		
477	Distribution	Permanent Download	Cleared	UNV	11/3/2005			Product	1366606		
478	Master	Ad-Supported Streaming	Cleared	UNV	11/3/2005			Product	1366606		
479	Master	Electronic Temp Usage	Cleared	UNV	11/3/2005			Product	1366606		
480	Master	Permanent Download	Cleared	UNV	11/3/2005			Product	1366606		
481	Publishing	Ad-Supported Streaming	Cleared	CL018	11/3/2005			Product	1366606		
482	Publishing	Electronic Temp Usage	Cleared	CL018	11/3/2005			Product	1366606		
483	Publishing	Permanent Download	Cleared	CL018	11/3/2005			Product	1366606		
484	Distribution	Ad-Supported Streaming	Cleared	UNV	11/10/2005			Product	1366608		
485	Distribution	Electronic Temp Usage	Cleared	UNV	11/10/2005			Product	1366608		
486	Distribution	Permanent Download	Cleared	UNV	11/10/2005			Product	1366608		
487	Master	Ad-Supported Streaming	Cleared	UNV	11/10/2005			Product	1366608		
488	Master	Electronic Temp Usage	Cleared	UNV	11/10/2005			Product	1366608		
489	Master	Permanent Download	Cleared	UNV	11/10/2005			Product	1366608		
490	Publishing	Ad-Supported Streaming	Cleared	CL018	11/10/2005			Product	1366608		
491	Publishing	Electronic Temp Usage	Cleared	CL018	11/10/2005			Product	1366608		
492	Publishing	Permanent Download	Cleared	CL018	11/10/2005			Product	1366608		
493	Distribution	Ad-Supported Streaming	Denied	WWD	9/16/2005			Product	1367776		
494	Distribution	Electronic Temp Usage	Denied	WWD	9/16/2005			Product	1367776		
495	Distribution	Electronic Temp Usage	Unknown	US	1/28/2005	9/15/2005		Product	1367776		
496	Distribution	Permanent Download	Denied	WWD	9/16/2005			Product	1367776		
497	Distribution	Permanent Download	Unknown	US	1/28/2005	9/15/2005		Product	1367776		
498	Master	Ad-Supported Streaming	Denied	UNV	9/16/2005			Product	1367776		
499	Master	Electronic Temp Usage	Denied	UNV	9/16/2005			Product	1367776		
500	Master	Permanent Download	Denied	UNV	9/16/2005			Product	1367776		
501	Publishing	Ad-Supported Streaming	Cleared	CL018	1/28/2005			Product	1367776		
502	Publishing	Electronic Temp Usage	Cleared	CL018	1/28/2005			Product	1367776		
503	Publishing	Permanent Download	Cleared	CL018	1/28/2005			Product	1367776		
504	Distribution	Ad-Supported Streaming	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
505	Distribution	Electronic Temp Usage	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
506	Distribution	Permanent Download	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
507	Master	Ad-Supported Streaming	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
508	Master	Electronic Temp Usage	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
509	Master	Permanent Download	Cleared	WWD	11/11/2005	10/11/2009		Product	1367778		
510	Publishing	Ad-Supported Streaming	Cleared	CL018	11/11/2005	10/11/2009		Product	1367778		
511	Publishing	Electronic Temp Usage	Cleared	CL018	11/11/2005	10/11/2009		Product	1367778		
512	Publishing	Permanent Download	Cleared	CL018	11/11/2005	10/11/2009		Product	1367778		
513	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376042		
514	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376042		
515	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376042		
516	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376043		
517	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376043		
518	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376043		
519	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376044		
520	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376044		
521	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376044		
522	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376045		
523	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376045		
524	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376045		
525	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376046		
526	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376046		
527	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376046		
528	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376047		
529	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376047		
530	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376047		
531	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376048		
532	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376048		
533	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376048		
534	Distribution	Permanent Download	Cleared	US	12/28/2004			Product	1376049		
535	Distribution	Permanent Download	Cleared	CL006	12/28/2004			Product	1376049		
536	Master	Permanent Download	Cleared	WWD	12/28/2004			Product	1376049		
537	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1382997		
538	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1382997		
539	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1382997		
540	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1382997		
541	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383000		
542	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383000		
543	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383000		
544	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383000		
545	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383001		
546	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383001		
547	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383001		
548	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383001		
549	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383002		
550	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383002		
551	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383002		
552	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383002		
553	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383003		
554	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383003		
555	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383003		
556	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383003		
557	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383004		
558	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383004		
559	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383004		
560	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383004		
561	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383005		
562	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383005		
563	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383005		
564	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383005		
565	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383006		
566	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383006		
567	Master	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383006		
568	Master	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383006		
569	Distribution	Ad-Supported Streaming	Cleared	WWD	3/1/2006			Product	1383008		
570	Distribution	Electronic Temp Usage	Cleared	WWD	3/1/2006			Product	1383008		
